"FID";"OBJECTID";"AmbulanceR";"BikeAge_Gr";"Bike_Age";"Bike_Alc_D";"Bike_Dir";"Bike_Injur";"Bike_Pos";"Bike_Race";"Bike_Sex";"City";"County";"CrashAlcoh";"CrashDay";"Crash_Date";"Crash_Grp";"Crash_Hour";"Crash_Loc";"Crash_Mont";"Crash_Time";"Crash_Type";"Crash_Ty_1";"Crash_Year";"Crsh_Sevri";"Developmen";"DrvrAge_Gr";"Drvr_Age";"Drvr_Alc_D";"Drvr_EstSp";"Drvr_Injur";"Drvr_Race";"Drvr_Sex";"Drvr_VehTy";"ExcsSpdInd";"Hit_Run";"Light_Cond";"Locality";"Num_Lanes";"Num_Units";"Rd_Charact";"Rd_Class";"Rd_Conditi";"Rd_Config";"Rd_Defects";"Rd_Feature";"Rd_Surface";"Region";"Rural_Urba";"Speed_Limi";"Traff_Cntr";"Weather";"Workzone_I";"Location"
"5190";621;622;"Yes";"15-Nov";13;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Aberdeen";"Moore";"No";"01-01-04";2011-09-08;"Crossing Paths - Other Circumstances";20;"Intersection-Related";"01-09-01";1-01-01 20:04:58;"Crossing Paths - Uncontrolled Intersection";211160;2011;"B: Evident Injury";"Commercial";"25-29";29;"No";"41-45 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"US Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Rural";"40 - 45  MPH";"No Control Present";"Clear";"No";"35.14011, -79.4249"
"5191";632;633;"No";"40-49";41;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Charlotte";"Mecklenburg";"No";NA;2011-09-12;"Bicyclist Left Turn / Merge";15;"Intersection";"01-09-01";1-01-01 15:02:58;"Bicyclist Left Turn - Same Direction";111221;2011;"C: Possible Injury";"Commercial";"30-39";38;"No";"0-5 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.2188, -80.8141"
"5192";635;636;"No";"16-19";18;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Asheville";"Buncombe";"No";NA;2011-08-29;"Bicyclist Failed to Yield - Sign-Controlled Intersection";12;"Intersection";"01-08-01";1-01-01 12:42:58;"Bicyclist Ride Out - Sign-Controlled Intersection";111142;2011;"C: Possible Injury";"Commercial";"60-69";61;"No";"16-20 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"US Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Smooth Asphalt";"Mountains";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.56596, -82.5433"
"5193";636;637;"No";"50-59";51;"No";"Facing Traffic";"Injury";"Multi-use Path";"/Missing";"Female";"Southern Shores";"Dare";"No";"01-01-06";2011-09-10;"Bicyclist Failed to Yield - Sign-Controlled Intersection";14;"Intersection";"01-09-01";1-01-01 14:17:58;"Bicyclist Ride Through - Sign-Controlled Intersection";142144;2011;"O: No Injury";"Residential";"40-49";47;"No";"0-5 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Coastal";"Rural";"20 - 25  MPH";"Stop And Go Signal";"Clear";"No";"36.11453, -75.7202"
"5194";646;647;"No";"20-24";21;"No";"Not Applicable";"A: Disabling Injury";"Driveway / Alley";"Black";"Male";"Wilmington";"New Hanover";"No";NA;2011-09-19;"Bicyclist Failed to Yield - Midblock";10;"Non-Intersection";"01-09-01";1-01-01 10:28:58;"Bicyclist Ride Out - Residential Driveway";353311;2011;"A: Disabling Injury";"Residential";"50-59";50;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"20 - 25  MPH";"No Control Present";"Clear";"No";"34.21544, -77.8794"
"5195";649;650;"No";"60-69";69;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Cleveland";"No";"01-01-02";2011-08-23;"Bicyclist Overtaking Motorist";9;"Non-Intersection";"01-08-01";1-01-01 09:03:58;"Bicyclist Overtaking - Other /";311249;2011;"C: Possible Injury";"Farms, Woods, Pastures";"25-29";27;"No";"31-35 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Mountains";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.4529, -81.543"
"5196";661;662;"No";"50-59";51;"No";"Facing Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Charlotte";"Mecklenburg";"No";"01-01-06";2011-09-17;"Motorist Failed to Yield - Midblock";19;"Non-Intersection";"01-09-01";1-01-01 19:07:58;"Motorist Drive Out - Commercial Driveway / Alley";312322;2011;"C: Possible Injury";"Commercial";"40-49";42;"No";"6-10 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dawn";"Urban (>70% Developed)";"4 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Cloudy";"No";"35.34239, -80.7658"
"5197";665;666;"Yes";"16-19";19;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Cary";"Wake";"No";"01-01-03";2011-09-21;"Motorist Overtaking Bicyclist";19;"Intersection-Related";"01-09-01";1-01-01 19:39:58;"Motorist Overtaking - Other /";211239;2011;"B: Evident Injury";"Commercial";"30-39";39;"No";"36-40 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Rain";"No";"35.79154, -78.7744"
"5198";678;679;"No";"60-69";60;"No";"With Traffic";"O: No Injury";"Travel Lane";"White";"Male";"Chapel Hill";"Orange";"No";"01-01-03";2011-09-07;"Bicyclist Overtaking Motorist";11;"Intersection";"01-09-01";1-01-01 10:59:58;"Bicyclist Overtaking - Passing on Left";111242;2011;"O: No Injury";"Institutional";"50-59";59;"No";"11-15 mph";"Injury";"Black";"Female";"Other Bus";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop And Go Signal";"Clear";"No";"35.90375, -79.0527"
"5199";682;683;"Yes";"20-24";21;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Asheboro";"Randolph";"No";"01-01-03";2011-09-28;"Crossing Paths - Other Circumstances";22;"Intersection";"01-09-01";1-01-01 22:58:58;"Signalized Intersection - Other /";111158;2011;"C: Possible Injury";"Residential";NA;NA;"Missing";"6-10 mph";"Injury";"/Missing";NA;NA;"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Cloudy";"No";"35.70519, -79.807"
"5200";685;686;"Yes";"16-19";19;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Franklinton";"Franklin";"No";NA;2011-09-26;"Motorist Overtaking Bicyclist";18;"Intersection";"01-09-01";1-01-01 18:49:58;"Motorist Overtaking - Other /";111239;2011;"B: Evident Injury";"Residential";NA;NA;"Missing";NA;"Injury";"/Missing";NA;"Pickup";"No";"Yes";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Rural";"30 - 35  MPH";"Stop Sign";"Clear";"No";"36.09186, -78.4648"
"5201";791;792;"Yes";"50-59";50;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Greensboro";"Guilford";"No";"01-01-03";2011-10-26;"Motorist Overtaking Bicyclist";21;"Non-Intersection";"01-10-01";1-01-01 21:15:58;"Motorist Overtaking - Misjudged Space";311232;2011;"C: Possible Injury";"Residential";"70+";NA;"No";"36-40 mph";"O: No Injury";"White";"Female";NA;"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"36.06857, -79.8481"
"5202";796;797;"Yes";"10-Jun";8;"No";"Not Applicable";"C: Possible Injury";"Travel Lane";"Native American";"Male";"Red Springs";"Robeson";"No";"01-01-03";2011-10-19;"Crossing Paths - Other Circumstances";17;"Intersection-Related";"01-10-01";1-01-01 17:44:58;"Crossing Paths - Intersection - Other /";213180;2011;"C: Possible Injury";"Residential";"0-19";18;"No";"16-20 mph";"O: No Injury";"Other";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"30 - 35  MPH";"Stop Sign";"Rain";"No";"34.82759, -79.174"
"5203";802;803;"No";NA;NA;"Missing";"Facing Traffic";"Injury";"Travel Lane";"/Missing";NA;"Raleigh";"Wake";"No";"01-01-04";2011-11-17;"Crossing Paths - Other Circumstances";6;"Intersection";"01-11-01";1-01-01 06:44:58;"Signalized Intersection - Other /";112158;2011;"O: No Injury";"Commercial";"50-59";58;"No";"6-10 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"7 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop And Go Signal";"Rain";"No";"35.79043, -78.7401"
"5204";809;810;"No";"30-39";31;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Charlotte";"Mecklenburg";"No";"01-01-03";2011-11-02;"Motorist Left Turn / Merge";8;"Intersection";"01-11-01";1-01-01 08:51:58;"Motorist Left Turn - Opposite Direction";131212;2011;"C: Possible Injury";"Commercial";"70+";NA;"No";"21-25 mph";"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.18067, -80.8893"
"5205";821;822;"No";"50-59";54;"No";"With Traffic";"Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Black";"Male";"Charlotte";"Mecklenburg";"No";"01-01-03";2011-11-30;"Motorist Left Turn / Merge";16;"Intersection";"01-11-01";1-01-01 16:09:58;"Motorist Left Turn - Opposite Direction";131212;2011;"O: No Injury";"Commercial";"50-59";50;"No";"11-15 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"6 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"35.20313, -80.744"
"5206";823;824;"No";"50-59";55;"No";"With Traffic";"O: No Injury";"Travel Lane";"Black";"Male";"Albemarle";"Stanly";"No";"01-01-02";2011-07-26;"Motorist Overtaking Bicyclist";23;"Intersection";"01-07-01";1-01-01 23:50:58;"Motorist Overtaking - Misjudged Space";111232;2011;"O: No Injury";"Residential";"25-29";26;"No";"41-45 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";NA;2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Cloudy";"No";"35.35371, -80.1826"
"5207";824;825;"Yes";"40-49";46;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Scotland";"No";"01-01-03";2011-11-30;"Motorist Overtaking Bicyclist";15;"Non-Intersection";"01-11-01";1-01-01 15:40:58;"Motorist Overtaking - Undetected Bicyclist";311231;2011;"B: Evident Injury";"Farms, Woods, Pastures";"40-49";49;"No";"41-45 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Rural";"50 - 55  MPH";"No Control Present";"Clear";"No";"34.86348, -79.549"
"5208";830;831;"Yes";"70+";NA;"No";"With Traffic";"Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Wilmington";"New Hanover";"No";"01-01-02";2011-11-08;"Loss of Control / Turning Error";6;"Non-Intersection";"01-11-01";1-01-01 06:54:58;"Bicyclist Turning Error - Right Turn";331115;2011;"O: No Injury";"Commercial";"60-69";65;"No";"0-5 mph";"O: No Injury";"White";"Male";"Taxicab";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"Driveway, Public";"Concrete";"Coastal";"Urban";"20 - 25  MPH";"No Control Present";"Clear";"No";"34.21974, -77.8867"
"5209";839;840;"Yes";"20-24";21;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"White";"Male";"Raleigh";"Wake";"No";"01-01-02";2011-11-15;"Motorist Left Turn / Merge";18;"Non-Intersection";"01-11-01";1-01-01 18:24:58;"Motorist Left Turn - Opposite Direction";311212;2011;"A: Disabling Injury";"Institutional";"0-19";19;"No";"16-20 mph";"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Coarse Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"No Control Present";"Clear";"No";"35.78375, -78.6771"
"5210";845;846;"No";"50-59";56;"No";"With Traffic";"B: Evident Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Raleigh";"Wake";"No";"01-01-02";2011-12-13;"Motorist Failed to Yield - Midblock";18;"Non-Intersection";"01-12-01";1-01-01 18:18:58;"Motorist Drive Out - Commercial Driveway / Alley";331322;2011;"B: Evident Injury";"Residential";"40-49";47;"No";"0-5 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"1 lane";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Driveway, Private";"Coarse Asphalt";"Piedmont";"Urban";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.92622, -78.5683"
"5211";846;847;"Yes";"30-39";38;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Charlotte";"Mecklenburg";"No";"01-01-02";2011-12-06;"Motorist Right Turn / Merge";7;"Intersection";"01-12-01";1-01-01 07:26:58;"Motorist Right Turn - Opposite Direction";132214;2011;"C: Possible Injury";"Commercial";"40-49";49;"No";"6-10 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dusk";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Rain";"No";"35.22492, -80.8464"
"5212";854;855;"Yes";"16-19";19;"No";"With Traffic";"K: Killed";"Travel Lane";"White";"Female";"None - Rural Crash";"Avery";"No";"01-01-04";2011-12-15;"Head-On";14;"Non-Intersection";"01-12-01";1-01-01 14:25:58;"Head-On - Motorist";311255;2011;"K: Killed";"Farms, Woods, Pastures";"0-19";19;"No";"41-45 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Grade";"US Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Mountains";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Cloudy";"No";"35.98765, -81.948"
"5213";856;857;"Yes";"40-49";40;"Yes";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Mooresville";"Iredell";"Yes";"01-01-02";2011-11-22;"Motorist Overtaking Bicyclist";21;"Non-Intersection";"01-11-01";1-01-01 21:14:58;"Motorist Overtaking - Bicyclist Swerved";311235;2011;"B: Evident Injury";"Residential";"30-39";39;"No";"31-35 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Mixed (30% To 70% Developed)";"2 lanes";2;"Curve - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.59211, -80.8156"
"5214";857;858;"Yes";"25-29";25;"Yes";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Female";"None - Rural Crash";"Brunswick";"Yes";"01-01-04";2011-11-17;"Motorist Overtaking Bicyclist";23;"Non-Intersection";"01-11-01";1-01-01 23:35:58;"Motorist Overtaking - Misjudged Space";311232;2011;"B: Evident Injury";"Farms, Woods, Pastures";"50-59";52;"No";"41-45 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Dark - Roadway Not Lighted";"Mixed (30% To 70% Developed)";"3 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"33.90115, -78.4885"
"5215";859;860;"Yes";"60-69";60;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Winston-Salem";"Forsyth";"No";"01-01-02";2011-11-29;"Motorist Left Turn / Merge";9;"Non-Intersection";"01-11-01";1-01-01 09:49:58;"Motorist Left Turn - Opposite Direction";311212;2011;"C: Possible Injury";"Commercial";"40-49";47;"No";"11-15 mph";"O: No Injury";"Black";"Male";"Van";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Cloudy";"No";"36.08928, -80.2712"
"5216";868;869;"Yes";"10-Jun";8;"No";NA;"C: Possible Injury";NA;"Native American";"Male";"Red Springs";"Robeson";"No";"01-01-06";2011-11-19;"Crossing Paths - Other Circumstances";17;"Intersection-Related";"01-11-01";1-01-01 17:44:58;"Sign-Controlled Intersection - Other /";299148;2011;"C: Possible Injury";"Residential";"0-19";18;"No";"16-20 mph";"O: No Injury";"Other";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"30 - 35  MPH";"Stop Sign";"Rain";"No";"34.82768, -79.174"
"5217";870;871;"No";"20-24";20;"No";"Not Applicable";"B: Evident Injury";"Travel Lane";"Black";"Male";"Lumberton";"Robeson";"No";"01-01-06";2011-12-31;"Bicyclist Failed to Yield - Midblock";10;"Non-Intersection";"01-12-01";1-01-01 10:07:58;"Bicyclist Ride Out - Other Midblock";313318;2011;"B: Evident Injury";"Commercial";"0-19";19;"No";"41-45 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"6 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Cloudy";"No";"34.63216, -78.9921"
"5218";875;876;"No";"30-39";34;"No";"Facing Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Concord";"Cabarrus";"No";"01-01-03";2011-12-14;"Crossing Paths - Other Circumstances";19;"Intersection";"01-12-01";1-01-01 19:35:58;"Signalized Intersection - Other /";112158;2011;"C: Possible Injury";"Commercial";"50-59";51;"No";"0-5 mph";"O: No Injury";"Black";"Female";"Sport Utility";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";NA;"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.43252, -80.6043"
"5219";883;884;"Yes";"20-24";20;"Yes";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Greensboro";"Guilford";"Yes";"01-01-04";2011-12-15;"Bicyclist Failed to Yield - Sign-Controlled Intersection";21;"Intersection";"01-12-01";1-01-01 21:57:58;"Bicyclist Ride Out - Sign-Controlled Intersection";111142;2011;"B: Evident Injury";"Residential";NA;NA;"Missing";NA;"Injury";"/Missing";NA;NA;"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"36.06021, -79.7852"
"5220";889;890;"Yes";"40-49";40;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Greensboro";"Guilford";"No";"01-01-05";2011-12-23;"Motorist Right Turn / Merge";15;"Non-Intersection";"01-12-01";1-01-01 15:33:58;"Motorist Right Turn - Same Direction";311213;2011;"C: Possible Injury";"Commercial";"25-29";28;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"36.11134, -79.8313"
"5221";896;897;"No";NA;8;"No";"With Traffic";"O: No Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Wake";"No";NA;2011-12-26;"Motorist Left Turn / Merge";21;"Intersection";"01-12-01";1-01-01 21:13:58;"Motorist Left Turn - Opposite Direction";111212;2011;"O: No Injury";"Residential";"30-39";39;"No";"6-10 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Rural";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.80179, -78.772"
"5222";897;898;"No";"25-29";27;"No";"With Traffic";"O: No Injury";"Travel Lane";"White";"Female";"Greensboro";"Guilford";"No";NA;2011-02-21;"Motorist Right Turn / Merge";11;"Intersection";"01-02-01";1-01-01 11:47:58;"Motorist Right Turn - Same Direction";111213;2011;"O: No Injury";"Institutional";NA;NA;"Missing";NA;"Injury";"/Missing";NA;NA;"No";"Yes";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";NA;"Stop And Go Signal";"Clear";"No";"36.06529, -79.8128"
"5223";0;1;"Yes";"40-49";48;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Hispanic";"Female";"Charlotte";"Mecklenburg";"No";NA;2012-01-02;"Motorist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";NA;1-01-01 17:22:58;"Motorist Drive Out - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Commercial";"50-59";55;"No";"0-5 mph";"O: No Injury";"White";"Female";"Light Truck (Mini-Van, Panel)";"No";"No";"Dusk";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.08782, -80.8481"
"5224";1;2;"No";"20-24";23;"No";"With Traffic";"O: No Injury";"Travel Lane";"White";"Male";"Charlotte";"Mecklenburg";"No";"01-01-06";2012-01-07;"Motorist Right Turn / Merge";14;"Non-Intersection";NA;1-01-01 14:19:58;"Motorist Right Turn - Same Direction";NA;2012;"O: No Injury";"Commercial";"30-39";34;"No";"6-10 mph";"O: No Injury";"Black";"Male";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.19896, -80.8406"
"5225";2;3;"No";"40-49";45;"No";"Facing Traffic";"O: No Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Black";"Male";"Raleigh";"Wake";"No";"01-01-05";2012-01-06;"Bicyclist Failed to Yield - Signalized Intersection";11;"Intersection";NA;1-01-01 11:34:58;"Bicyclist Ride Through - Signalized Intersection";NA;2012;"O: No Injury";"Commercial";"40-49";43;"No";"31-35 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.78261, -78.6417"
"5226";6;7;"Yes";"40-49";48;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"None - Rural Crash";"Gates";"No";"01-01-05";2012-01-06;"Motorist Overtaking Bicyclist";14;"Non-Intersection";NA;1-01-01 13:59:58;"Motorist Overtaking - Misjudged Space";NA;2012;"C: Possible Injury";"Farms, Woods, Pastures";"70";70;"No";"31-35 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Curve - Hillcrest";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"36.4345, -76.611"
